0.2575,1.1034,1676.0403,961.5,,,average,errorbar,errorbar,std
0.2015,20.7695,2001.1559,1057.5,,delivery_prob,0.275529,0.315164494,0.235893506,0.039635494
0.2923,0.4252,1611.8037,1050,,overhead,11.028539,26.09937423,-4.042296228,15.07083523
0.2234,38.8685,1818.0554,972.9,,hopcount_avg,1643.453492,1818.722611,1468.184373,175.2691191
0.2684,0.9364,1707.4219,942.8,,hopcount_med,970.632,1113.237057,828.0269426,142.6050574
0.2418,24.9096,1478.4367,869.2,,,,,,
0.2678,8.898,1764.823,1106.1,,,,,,
0.2964,15.8479,1516.2523,958.8,,,,,,
0.2561,1.616,1809.1821,1117,,,,,,
0.3012,1.3401,1446.9104,951.4,,,,,,
0.2794,0.4254,1472.8484,892.1,,,,,,
0.3012,1.1224,1872.9222,995.5,,,,,,
0.2541,0.9167,1907.8763,1142.7,,,,,,
0.3258,3.1782,1849.3797,1088.4,,,,,,
0.2459,2.8722,1619.0928,975.7,,,,,,
0.2869,7.4738,1773.6193,1085.8,,,,,,
0.2958,7.4018,1427.2386,873.3,,,,,,
0.2377,55.6149,1411.6095,729.9,,,,,,
0.3627,1.4011,1377.6605,938.5,,,,,,
0.1988,2.6082,1721.0522,966.8,,,,,,
0.3436,4.2107,1551.2223,956.1,,,,,,
0.2657,1.1105,1908.4982,1184.8,,,,,,
0.2705,19.947,1533.0636,794.1,,,,,,
0.2193,10.2679,1761.1492,1005,,,,,,
0.304,23.7955,1449.8575,978.9,,,,,,
0.3381,12.5657,1581.2653,955.4,,,,,,
0.2514,2.3152,2067.8079,1363.8,,,,,,
0.2971,16.9379,1641.948,988.2,,,,,,
0.2944,2.522,1584.9896,898.1,,,,,,
0.2732,13.8275,1730.0525,1081.4,,,,,,
0.3354,8.2587,1849.0994,1179.8,,,,,,
0.3245,0.3663,1319.9627,732.7,,,,,,
0.2609,0.7775,1735.716,1103.5,,,,,,
0.2309,42.4911,1627.2071,797.5,,,,,,
0.3299,0.3913,1644.7203,1161.8,,,,,,
0.3169,17.3621,1667.6509,1003.7,,,,,,
0.2684,13.0382,1460.4674,747.5,,,,,,
0.2637,18.772,1657.9018,922.6,,,,,,
0.3279,8.1688,1633.9065,939.8,,,,,,
0.3135,3.0893,1623.1634,908.2,,,,,,
0.2275,2.4715,1862.6595,1141.8,,,,,,
0.3115,1.6623,1586.5588,1083.3,,,,,,
0.332,0.4115,1638.0255,906.8,,,,,,
0.2268,24.8554,1936.9491,1069.3,,,,,,
0.2589,1.8417,1445.3594,934.1,,,,,,
0.2883,28.0569,1437.1261,902.3,,,,,,
0.263,14.7013,1593.8821,1003.4,,,,,,
0.2821,1.3462,1654.3184,1014.7,,,,,,
0.276,1.7599,1657.6814,1067.9,,,,,,
0.2145,22.7611,1580.75,982.9,,,,,,
0.2616,1.2219,1472.8867,843.1,,,,,,
0.3286,0.8482,1688.7543,943.2,,,,,,
0.2869,19.4262,1503.4174,951.2,,,,,,
0.2227,5.1963,1534.8758,821.9,,,,,,
0.3108,7.4,1718.2855,977.8,,,,,,
0.3005,0.55,1917.4998,1122.8,,,,,,
0.2336,32.2018,1670.155,1063.4,,,,,,
0.2432,6.3371,1683.2514,803.5,,,,,,
0.2514,2.0679,1364.2815,800.1,,,,,,
0.3286,9.3493,1664.0208,967.5,,,,,,
0.3012,1.6372,1831.2642,1204.3,,,,,,
0.3852,0.4486,1470.0459,979.4,,,,,,
0.2186,39.9031,1864.5866,847.4,,,,,,
0.304,5.791,1896.3939,1126.7,,,,,,
0.2725,0.2506,1828.2586,1181.5,,,,,,
0.2732,0.6525,1713.6722,1084.8,,,,,,
0.194,31.9366,1959.15,1036,,,,,,
0.2828,16.0483,1595.7908,864.3,,,,,,
0.2575,15.8966,1640.7684,930.7,,,,,,
0.2275,35.5345,1505.4514,833.1,,,,,,
0.2678,1.5281,1652.3122,1012.7,,,,,,
0.2097,0.9251,1511.2932,1056,,,,,,
0.2486,3.2335,1946.5489,1232.5,,,,,,
0.2903,0.6,1676.6047,997.5,,,,,,
0.3743,0.2901,1882.0593,1230.7,,,,,,
0.2958,5.6189,1868.4561,1024.3,,,,,,
0.291,2.4695,1683.7756,1093.9,,,,,,
0.2725,26.0827,1543.381,911.9,,,,,,
0.2678,5.7194,1674.5497,1097.6,,,,,,
0.3292,4.5622,1661.2201,1092.4,,,,,,
0.2876,0.9359,1590.2238,810.5,,,,,,
0.2459,0.8639,1285.3769,756.5,,,,,,
0.2534,0.2264,1604.6127,986.4,,,,,,
0.3306,0.6384,1725.4275,975.6,,,,,,
0.2322,0.5412,1663.5547,917.1,,,,,,
0.2602,8.4042,1850.0722,1022.3,,,,,,
0.2077,31.8421,1405.851,692.8,,,,,,
0.2302,33.6617,1315.5852,625.8,,,,,,
0.2616,13.0496,1673.1389,1020.8,,,,,,
0.2445,81.2346,1124.9726,526.4,,,,,,
0.2418,2.9463,1474.7709,859.4,,,,,,
0.291,0.5188,1771.4697,1072.9,,,,,,
0.2821,2.3099,1538.6506,944.4,,,,,,
0.2842,1.9928,1622.5651,1130.5,,,,,,
0.2835,21.1373,1681.146,956.8,,,,,,
0.3074,2.0556,1383.6649,731.9,,,,,,
0.235,69.689,1409.0174,631.2,,,,,,
0.2643,26.2842,1526.9775,780.7,,,,,,
0.3128,1.4301,1724.891,1016.7,,,,,,
0.2609,1.5524,1664.0285,987,,,,,,
