0.2254,12.2424,992.8361,590.4,,,average,errorbar,errorbar,std
0.2302,12.5312,968.8448,546.3,,delivery_prob,0.208543,0.238823708,0.178262292,0.030280708
0.2404,14.7926,815.9969,476,,overhead,13.211088,16.58092341,9.841252594,3.369835406
0.1824,8.9326,1117.824,719.2,,hopcount_avg,986.081538,1122.136117,850.0269589,136.0545791
0.2753,20.9206,621.1253,254.7,,hopcount_med,591.849,716.717763,466.980237,124.868763
0.1851,15.572,1039.7199,600.6,,,,,,
0.2288,14.6985,948.6412,531.8,,,,,,
0.2111,11.3107,930.2806,618.6,,,,,,
0.235,14.1628,889.0151,382.6,,,,,,
0.1346,10.2183,1286.3015,737.7,,,,,,
0.2186,14.8906,1000.9881,608.8,,,,,,
0.1885,13.4601,1116.3236,865.4,,,,,,
0.1694,9.5524,1204.6218,817.1,,,,,,
0.1954,10.1923,1111.8063,789.2,,,,,,
0.2056,11.1262,899.0326,673,,,,,,
0.2165,10.817,1126.6486,683.3,,,,,,
0.2056,12.1329,907.8043,662.6,,,,,,
0.1714,11.0239,1109.7614,694.2,,,,,,
0.1803,11.5038,1258.1258,728.2,,,,,,
0.2042,10.1706,904.0946,582.9,,,,,,
0.2336,11.9006,952.536,602.9,,,,,,
0.2056,15.1296,1127.485,690.2,,,,,,
0.2377,20.1178,761.7494,353.4,,,,,,
0.1434,9.2429,1216.8171,712.5,,,,,,
0.2042,13.6321,695.4401,428.6,,,,,,
0.1967,12.5417,1208.7681,805.3,,,,,,
0.2186,10.2,981.5778,661.6,,,,,,
0.1824,17.4457,941.8375,472.1,,,,,,
0.1988,16.0653,991.2928,560.6,,,,,,
0.2643,12.0129,881.8088,562.2,,,,,,
0.2439,12.2633,851.5583,557.8,,,,,,
0.2104,19.2955,891.7302,516.5,,,,,,
0.2124,15.0965,960.9469,468.4,,,,,,
0.2575,13.2573,861.4915,543.1,,,,,,
0.2056,14.2924,876.3342,535.7,,,,,,
0.2036,13.0436,1038.2221,559.7,,,,,,
0.2077,9.3322,924.2092,628.2,,,,,,
0.2281,14.2275,1035.8275,483.8,,,,,,
0.2165,9.1167,1058.2297,640.9,,,,,,
0.2179,10.7429,1075.8715,579.3,,,,,,
0.1762,11.0814,1031.8434,657.4,,,,,,
0.2029,14.2896,1040.0498,597.7,,,,,,
0.2206,14.7895,926.7164,624.9,,,,,,
0.1673,15.1061,866.8159,618.3,,,,,,
0.2193,14.1153,917.0626,611.5,,,,,,
0.1749,9.2461,1227.7828,776.3,,,,,,
0.2152,22.381,752.8978,324.7,,,,,,
0.1783,12.6322,868.1793,567.5,,,,,,
0.2268,13.6807,971.7654,684.9,,,,,,
0.1646,10.0456,1125.9909,706.4,,,,,,
0.207,14.1254,984.938,526.3,,,,,,
0.1749,9.9063,1154.4668,718.4,,,,,,
0.1892,9.1986,991.531,685.3,,,,,,
0.2322,10.6647,961.6879,615.6,,,,,,
0.1899,9.8921,1049.9241,581,,,,,,
0.2158,12.9051,1155.7259,723.9,,,,,,
0.2083,12.977,981.0007,615.4,,,,,,
0.1776,13.55,1120.0727,748.3,,,,,,
0.2288,9.4209,1018.6893,634.2,,,,,,
0.1598,20.4145,791.3688,450.9,,,,,,
0.1892,12.4513,1083.9733,639.5,,,,,,
0.1919,18.395,702.726,361.9,,,,,,
0.2001,14.0171,822.785,333.3,,,,,,
0.2042,14.4181,1052.1371,474.6,,,,,,
0.1885,10.5616,1052.6402,647.7,,,,,,
0.2377,12.2299,912.4353,633.3,,,,,,
0.1708,12.5,1016.4172,599.1,,,,,,
0.2234,11.8899,1059.6358,635.1,,,,,,
0.1919,10.1922,1125.1036,793.9,,,,,,
0.1749,7.6328,1197.3629,823,,,,,,
0.2418,13.6582,1012.4345,580,,,,,,
0.2261,13.3384,860.7662,408.8,,,,,,
0.1954,11.3776,1253.8647,708,,,,,,
0.2418,12.339,862.7647,517.8,,,,,,
0.2602,14.4121,862.794,577.9,,,,,,
0.2131,14.0353,1140.1955,707.9,,,,,,
0.2657,12.6838,770.3614,509.6,,,,,,
0.1878,15.5091,968.8476,646.7,,,,,,
0.2206,10.5604,1095.2059,638.5,,,,,,
0.2391,12.14,963.1469,712.6,,,,,,
0.2172,10.5849,893.6022,491.7,,,,,,
0.2725,13.3459,893.2318,504,,,,,,
0.1844,14.5407,901.3896,515.1,,,,,,
0.1701,13.3092,946.5092,517.2,,,,,,
0.2295,11.5774,962.5869,684.1,,,,,,
0.2029,12.202,1076.5684,649.3,,,,,,
0.2439,10.7255,974.3426,610.2,,,,,,
0.1851,10.5351,1074.9439,600,,,,,,
0.2158,11.5475,1129.2696,648.9,,,,,,
0.2514,24.4565,811.4837,197.9,,,,,,
0.1803,25.4167,781.1034,310.1,,,,,,
0.2186,23.0063,799.2647,435.3,,,,,,
0.2329,12.1642,1048.2663,617.9,,,,,,
0.3163,12.9698,960.4153,593.9,,,,,,
0.1742,11.302,1029.5502,701.9,,,,,,
0.1489,10.6009,1192.9789,604.3,,,,,,
0.2145,15.551,775.2338,480.2,,,,,,
0.2104,11.789,1085.361,599.3,,,,,,
0.1783,18.3142,1057.3448,495.9,,,,,,
0.2206,13.1981,877.074,584.2,,,,,,
