0.2018,2.2823,470.9827,246.3,,,average,errorbar,errorbar,std
0.0899,1.916,942.4901,603.5,,delivery_prob,0.175802,0.228735942,0.122868058,0.052933942
0.1661,1.9298,645.0211,522.9,,overhead,1.806077,2.32414893,1.28800507,0.51807193
0.186,1.8413,648.0273,471,,hopcount_avg,686.133673,802.8106236,569.4567224,116.6769506
0.138,3.8706,601.5289,247.9,,hopcount_med,489.82,596.2424363,383.3975637,106.4224363
0.151,1.2955,623.1691,474.3,,,,,,
0.2725,1.33,654.7393,549,,,,,,
0.2086,2.0757,629.0641,498.3,,,,,,
0.1352,1.9797,612.3365,459.6,,,,,,
0.1263,2.087,739.5592,573.7,,,,,,
0.1579,1.6739,849.9852,594.5,,,,,,
0.1743,1.8465,756.4063,530.3,,,,,,
0.1002,1.3014,687.9295,543.3,,,,,,
0.1901,1.6426,724.856,593.3,,,,,,
0.2382,1.3977,675.2957,540.5,,,,,,
0.1826,1.8722,680.5041,528.3,,,,,,
0.1215,1.7119,610.5305,430.7,,,,,,
0.1551,1.3451,690.0743,535,,,,,,
0.162,1.4322,761.6148,644.8,,,,,,
0.2244,2.5963,648.6945,521.3,,,,,,
0.1167,2.0765,857.6212,480.1,,,,,,
0.2306,2.6726,773.2711,629.3,,,,,,
0.1695,1.1538,672.4089,550.3,,,,,,
0.1654,2.1826,754.3257,532.5,,,,,,
0.1901,1.6606,770.4267,541.2,,,,,,
0.1826,2.0639,673.5786,513.8,,,,,,
0.1249,0.9945,592.0918,395.9,,,,,,
0.1661,1.7314,670.3574,501.3,,,,,,
0.1496,1.2982,831.9844,543.1,,,,,,
0.2045,1.2651,616.6614,518.6,,,,,,
0.1606,1.594,756.265,579.4,,,,,,
0.2636,1.6901,675.2549,502.5,,,,,,
0.1565,1.2237,674.2404,542.6,,,,,,
0.1935,1.5922,686.7897,449.9,,,,,,
0.1194,1.3621,732.4391,399.9,,,,,,
0.1874,2.0696,763.7399,597.9,,,,,,
0.173,2.6944,760.7992,576.1,,,,,,
0.1723,1.5458,711.5179,541,,,,,,
0.2073,1.6987,530.0358,317.5,,,,,,
0.1977,1.2951,572.9288,373.4,,,,,,
0.1482,2.5648,572.6347,414.2,,,,,,
0.1043,2.2105,717.6513,407.3,,,,,,
0.2155,2.121,712.3866,580.2,,,,,,
0.1222,1.1011,653.6596,455.6,,,,,,
0.1771,2.0039,717.826,581.5,,,,,,
0.1345,1.5459,900.9505,431.1,,,,,,
0.1599,2.1888,769.7863,640.6,,,,,,
0.105,2.7712,638.2052,492.3,,,,,,
0.1771,1.531,687.0508,536.5,,,,,,
0.1839,2.9291,413.4299,191.7,,,,,,
0.1476,1.6512,747.9284,491.7,,,,,,
0.1338,2.0821,579.6138,417.4,,,,,,
0.2114,1.4545,639.6503,516.1,,,,,,
0.1572,1.4541,686.2747,518.2,,,,,,
0.1531,1.0448,836.6516,495.7,,,,,,
0.1386,1.4604,718.5574,553.4,,,,,,
0.2258,1.6596,731.2684,595.9,,,,,,
0.1078,1.3376,728.2841,442.5,,,,,,
0.2745,2.2125,408.0012,209.2,,,,,,
0.129,1.484,762.9484,669.2,,,,,,
0.1922,1.4357,648.2525,512.2,,,,,,
0.1119,1.454,568.2031,411.3,,,,,,
0.1572,1.1878,651.7175,471.9,,,,,,
0.0872,1.6378,664.5693,445.3,,,,,,
0.1901,1.0578,693.0458,464.5,,,,,,
0.1757,1.4141,634.0445,532.4,,,,,,
0.1146,2.3593,741.1635,490.3,,,,,,
0.2354,2.0933,744.8729,572.9,,,,,,
0.3246,1.6808,650.6091,507.9,,,,,,
0.1524,2.0856,853.1,613.2,,,,,,
0.1846,1.6914,552.5877,305.6,,,,,,
0.164,1.4142,383.754,195.8,,,,,,
0.1386,1.5594,916.5856,545.8,,,,,,
0.2368,2.5333,634.2142,424.1,,,,,,
0.2368,1.6754,664.9446,495.4,,,,,,
0.1469,1.6075,658.9182,533,,,,,,
0.138,1.1692,905.5517,543.1,,,,,,
0.2327,2.9027,529.4617,196.6,,,,,,
0.1771,1.938,732.9453,611.4,,,,,,
0.2279,1.8042,707.0539,557,,,,,,
0.2162,1.6349,631.1651,470.2,,,,,,
0.1126,1.878,590.5323,424.1,,,,,,
0.1187,1.3064,508.5306,345.4,,,,,,
0.2148,1.1406,688.4457,515.3,,,,,,
0.1277,2.5,809.3914,600.2,,,,,,
0.1798,1.6947,723.4263,557,,,,,,
0.1332,2.0361,766.2423,478.4,,,,,,
0.1675,2.7582,690.4516,484.8,,,,,,
0.1455,1.4387,732.7604,537.2,,,,,,
0.3164,3.1345,405.7165,205.1,,,,,,
0.1997,1.6357,632.646,411.5,,,,,,
0.3047,1.4369,614.1928,497.8,,,,,,
0.1476,1.5116,804.954,633.9,,,,,,
0.3493,2.1886,651.9597,495.6,,,,,,
0.2093,1.3246,587.0862,464.5,,,,,,
0.0865,1.4841,1155.7579,617.5,,,,,,
0.2231,2.0215,513.5705,279.6,,,,,,
0.1256,2.6612,717.1923,531.6,,,,,,
0.2862,2.0192,680.6487,555,,,,,,
0.1716,2,820.7956,612.5,,,,,,
