0.2117,28.6935,1490.7371,773.2,,,average,errorbar,errorbar,std
0.209,30.268,1655.2843,956.6,,delivery_prob,0.224507,0.244374171,0.204639829,0.019867171
0.2404,35.4659,1236.6295,535.4,,overhead,31.662318,35.07724072,28.24739528,3.414922723
0.2254,32.4061,1510.4021,728.9,,hopcount_avg,1438.403242,1603.383008,1273.423476,164.9797655
0.2179,32.3511,1482.3082,709.7,,hopcount_med,707.9,826.7736584,589.0263416,118.8736584
0.248,33.3994,1279.5457,569.4,,,,,,
0.2152,31.4794,1548.2648,813.1,,,,,,
0.2104,38.0065,1443.3256,715.6,,,,,,
0.2275,33.012,1442.4571,666.6,,,,,,
0.2097,30.7362,1228.5257,714.6,,,,,,
0.2343,31.0466,1309.9131,698.3,,,,,,
0.207,29.0231,1654.3584,916.1,,,,,,
0.207,28.0495,1668.731,671.8,,,,,,
0.1988,29.6529,1324.3536,681.3,,,,,,
0.209,27.4967,1587.7333,857.4,,,,,,
0.237,30.9683,1650.1455,803.2,,,,,,
0.2056,30.5714,1701.0827,895.9,,,,,,
0.2261,32.0121,1251.184,563.5,,,,,,
0.2534,30.2453,1284.6563,618.8,,,,,,
0.2302,25.1721,1558.3383,840.4,,,,,,
0.2473,29.0773,1422.1378,872.6,,,,,,
0.2268,32.3554,1380.5193,722.6,,,,,,
0.1947,33.8491,1321.5807,676.1,,,,,,
0.2158,31.6582,1280.8456,746.2,,,,,,
0.2145,31.4904,1461.6268,734.4,,,,,,
0.2452,29.5989,1455.5811,796.1,,,,,,
0.194,36.7535,1368.906,736.2,,,,,,
0.2268,31.75,1413.4458,716.2,,,,,,
0.2596,36.4158,1052.7739,461.5,,,,,,
0.235,28.4157,1349.7648,778,,,,,,
0.2295,29.6577,1703.8979,809.9,,,,,,
0.2493,30.2411,1661.3156,763.4,,,,,,
0.2425,31.9493,1376.5428,689.8,,,,,,
0.2527,30.5595,1154.2832,713,,,,,,
0.2493,28.9644,1563.969,877.6,,,,,,
0.2643,38.6382,1250.8925,437.2,,,,,,
0.2022,26.652,1612.8196,842.3,,,,,,
0.2357,29.0522,1276.3423,613.5,,,,,,
0.2152,31.1143,1513.9508,746.1,,,,,,
0.2527,35.2216,1374.8716,726.1,,,,,,
0.2275,35.4294,1288.2748,573,,,,,,
0.2077,31.4309,1195.251,663.9,,,,,,
0.2227,26.0828,1505.9552,884.8,,,,,,
0.2097,34.6743,1491.8518,749.1,,,,,,
0.2398,29.8917,1349.5011,577.3,,,,,,
0.2111,29.0356,1399.6858,688.9,,,,,,
0.25,31.1448,1423.9787,688.3,,,,,,
0.2158,30.1582,1599.8358,673.3,,,,,,
0.2042,33.3813,1692.9753,846,,,,,,
0.207,33.0198,1336.597,607.1,,,,,,
0.2316,26.2212,1667.3307,873,,,,,,
0.2459,29.8389,1452.4542,633.5,,,,,,
0.194,31.0352,1491.7387,739.5,,,,,,
0.2049,32.9633,1431.1393,554.1,,,,,,
0.1892,29.6643,1622.0401,783.3,,,,,,
0.2398,25.7493,1712.8336,896.2,,,,,,
0.1913,31.6857,1387.3532,690.9,,,,,,
0.2493,30.4329,1371.8658,679.8,,,,,,
0.1995,37.339,1141.1195,395.1,,,,,,
0.2466,38.0997,1406.5277,539.4,,,,,,
0.2309,35.6953,1387.1154,640.2,,,,,,
0.2077,31.0395,1436.0089,754.3,,,,,,
0.248,37.1267,1331.0691,464.3,,,,,,
0.1967,37.9931,1367.0625,682.4,,,,,,
0.2261,30.3595,1576.8752,674.2,,,,,,
0.2152,32.1968,1515.9098,671.2,,,,,,
0.2111,31.9482,1517.3162,751.6,,,,,,
0.2008,26.2483,1564.6017,779.9,,,,,,
0.2077,31.6513,1472.748,773,,,,,,
0.2398,29.963,1563.665,909.2,,,,,,
0.1967,34.4722,1514.4236,639.4,,,,,,
0.2008,27.534,1575.6058,821.8,,,,,,
0.1947,28.9018,1414.673,713.7,,,,,,
0.2384,29.4413,1533.5155,716.4,,,,,,
0.2206,36.0557,1510.6173,739.3,,,,,,
0.2165,29.5804,1271.3069,588.8,,,,,,
0.2589,31.8575,1318.2686,670.2,,,,,,
0.2596,29.8553,1455.5353,640.4,,,,,,
0.248,28.4766,1339.8656,783.4,,,,,,
0.2213,38.2654,1530.3688,722.7,,,,,,
0.2138,28.4058,1428.5827,727,,,,,,
0.2179,31.815,1116.1574,513.6,,,,,,
0.2363,31.7341,1199.1202,606.9,,,,,,
0.2254,33.7818,1299.2358,511.6,,,,,,
0.209,32.0098,1665.9163,930.7,,,,,,
0.2391,43.12,1109.0234,474.6,,,,,,
0.194,27.9683,1544.825,889.8,,,,,,
0.237,31.3833,1303.1401,633.5,,,,,,
0.2172,33.9119,1449.3318,799.3,,,,,,
0.2425,35.1718,1140.1696,556.5,,,,,,
0.2445,36.5475,1288.7176,572.8,,,,,,
0.2452,26.532,1755.1134,861.7,,,,,,
0.1892,29.6065,1897.7762,821.2,,,,,,
0.252,30.8889,1465.8981,725.1,,,,,,
0.2404,25.7443,1406.6111,727.8,,,,,,
0.2131,30.7083,1506.2494,717,,,,,,
0.2582,40.0847,1196.2225,492.3,,,,,,
0.209,35.0033,1816.4118,692.5,,,,,,
0.2131,31.1058,1396.1923,785.2,,,,,,
0.25,31.2978,1386.7246,689.4,,,,,,
