0.1947,28.7053,1493.1832,826.9,,,average,errorbar,errorbar,std
0.2097,44.5537,1328.3482,578.3,,delivery_prob,0.219324,0.243161421,0.195486579,0.023837421
0.2514,37.4484,1416.6976,644.8,,overhead,38.481063,44.00963908,32.95248692,5.528576085
0.2425,40.3268,1405.362,663.3,,hopcount_avg,1457.556083,1629.502367,1285.609799,171.9462843
0.2165,41.9274,1648.159,695,,hopcount_med,713.598,831.9129008,595.2830992,118.3149008
0.2247,42.2736,1377.3647,725.4,,,,,,
0.2206,40.9505,1440.4328,688.7,,,,,,
0.2152,40.6921,1551.3489,728.7,,,,,,
0.2295,36.0863,1476.478,811.3,,,,,,
0.2309,28.4438,1465.4396,741.2,,,,,,
0.2384,40.0917,1279.7218,605.1,,,,,,
0.2077,37.9539,1161.6211,624.5,,,,,,
0.2049,37.6733,1570.7913,812.3,,,,,,
0.2049,37.1667,1535.5413,712.4,,,,,,
0.1981,35.6172,1513.4638,787.9,,,,,,
0.2056,45.1196,1335.0578,592.9,,,,,,
0.196,41.2822,1676.4408,659,,,,,,
0.2309,40.1982,1330.4997,590,,,,,,
0.2158,42.3576,1447.4111,560.4,,,,,,
0.2029,32.1515,1404.4872,769.2,,,,,,
0.2739,40.4663,1248.2873,630.4,,,,,,
0.2432,33.1348,1469.9503,849.1,,,,,,
0.2322,52.3794,1095.9082,426,,,,,,
0.2131,36.4263,1516.9936,693.8,,,,,,
0.1844,40.6852,1529.5063,733.5,,,,,,
0.278,34.688,1318.2857,697.5,,,,,,
0.2056,39.1761,1399.591,616.4,,,,,,
0.1885,29.6377,1794.7569,961.2,,,,,,
0.2124,31.9164,1484.3289,726.6,,,,,,
0.2261,35.5045,1383.7556,687.7,,,,,,
0.2042,49.2274,1485.7318,751,,,,,,
0.2486,41.9808,1222.7915,668.2,,,,,,
0.2145,31.5446,1797.5783,935.3,,,,,,
0.1885,43.6594,1641.3634,778.1,,,,,,
0.2268,32.6446,1547.9572,859.5,,,,,,
0.2268,44.4277,1261.428,655.5,,,,,,
0.2589,34.8549,1293.958,614.2,,,,,,
0.2302,37.7181,1404.4926,749,,,,,,
0.2247,36.6687,1459.5119,765.9,,,,,,
0.2698,40.5342,1154.8772,618.1,,,,,,
0.2138,49.0415,1076.431,572.4,,,,,,
0.2117,39.4871,1662.0268,869.9,,,,,,
0.2541,32.8118,1387.5078,688.1,,,,,,
0.2049,39.5867,1682.7663,650.4,,,,,,
0.2138,34.6422,1608.0486,874.5,,,,,,
0.2001,40.4949,1395.6846,558.5,,,,,,
0.2008,43.4592,1296.0888,467.3,,,,,,
0.2439,41.3838,1547.956,706.5,,,,,,
0.2042,39.3077,1562.6472,709,,,,,,
0.1947,34.8947,1535.3537,773.8,,,,,,
0.2391,42.22,1323.822,570.4,,,,,,
0.2439,38.8655,1179.435,567.9,,,,,,
0.2165,39.3218,1356.4237,681.4,,,,,,
0.1974,32.0969,1616.5547,861.2,,,,,,
0.2077,40.7796,1553.0533,722.7,,,,,,
0.2049,36.2233,1285.5737,672.7,,,,,,
0.2165,42.8959,1387.6722,644.4,,,,,,
0.2022,35.3311,1480.049,694,,,,,,
0.2165,37.388,1251.6716,619.3,,,,,,
0.2459,35.1833,1357.1358,771.7,,,,,,
0.2493,28.9315,1594.5855,863.8,,,,,,
0.2049,39.8233,1643.6983,776.3,,,,,,
0.2152,33.0508,1494.0502,746,,,,,,
0.2111,42.6667,1556.1806,723.5,,,,,,
0.2398,38.8234,1317.339,654.5,,,,,,
0.2199,40.1242,1670.6121,756.8,,,,,,
0.222,39.0523,1523.0055,778.9,,,,,,
0.2452,33.2897,1379.1362,644.5,,,,,,
0.2083,40.1934,1343.5721,778.9,,,,,,
0.1783,30.3563,1865.123,1030.6,,,,,,
0.1899,44.3921,1448.6845,642.8,,,,,,
0.2158,41.4494,1462.3927,689.2,,,,,,
0.2309,40.9024,1236.6905,565.5,,,,,,
0.1913,29.8857,1956.0375,1066.3,,,,,,
0.2077,44.6447,1441.4786,689.7,,,,,,
0.2507,29.7629,1462.8373,735.2,,,,,,
0.222,37.5692,1516.7265,722.3,,,,,,
0.1906,42.4409,1399.9774,681.2,,,,,,
0.2432,31.6798,1374.852,841.9,,,,,,
0.3197,36.8013,1278.5538,694.7,,,,,,
0.2022,55.3986,1406.776,567.6,,,,,,
0.1974,41.5087,1427.5048,629.8,,,,,,
0.2131,43.4583,1725.6064,666.1,,,,,,
0.2322,32.1441,1700.4832,893.5,,,,,,
0.2056,33.4319,1634.2897,801.8,,,,,,
0.2001,41.0546,1577.3413,870.2,,,,,,
0.1851,31.3579,1654.4875,759.5,,,,,,
0.1803,34.9735,1598.792,765.4,,,,,,
0.2336,41.6813,1162.0322,572.5,,,,,,
0.1872,49.8139,1106.6157,613.8,,,,,,
0.2138,54.9297,1279.3981,491.6,,,,,,
0.2316,31.8348,1614.1563,981.3,,,,,,
0.2288,32.7134,1471.8606,829.7,,,,,,
0.194,33.2782,1633.9475,853.9,,,,,,
0.1872,32.2226,1629.2109,830.1,,,,,,
0.2117,36.4484,1542.8397,703.1,,,,,,
0.2623,46.9297,1216.7326,467.1,,,,,,
0.2234,38.9694,1733.2404,780.3,,,,,,
0.2466,36.8837,1389.6011,742.7,,,,,,
0.2165,39.5237,1370.3536,546.8,,,,,,
