0.1908,1.1547,683.9252,548.1,,,average,errorbar,errorbar,std
0.1441,1.5238,961.2519,551.9,,delivery_prob,0.17862,0.229933558,0.127306442,0.051313558
0.1345,2.4541,565.1577,438.6,,overhead,1.618046,2.111208385,1.124883615,0.493162385
0.1798,0.8931,687.3416,552.9,,hopcount_avg,684.192911,798.4332342,569.9525878,114.2403232
0.2395,2.0917,533.9338,331.4,,hopcount_med,473.982,587.318167,360.645833,113.336167
0.1874,2.8938,511.7414,336.7,,,,,,
0.1592,0.7371,680.2345,556.4,,,,,,
0.1579,1.2478,705.0483,562.4,,,,,,
0.1366,1.6985,589.4925,365.2,,,,,,
0.127,1.4919,1012.4389,628.4,,,,,,
0.1826,2.5977,838.5466,597.3,,,,,,
0.1544,1.52,616.1671,447.3,,,,,,
0.1833,1.412,892.2232,595.9,,,,,,
0.1963,3.1399,508.179,218.9,,,,,,
0.1448,2.3081,822.5512,531.4,,,,,,
0.1263,0.8587,756.3288,449.2,,,,,,
0.1229,0.9944,615.8821,434.9,,,,,,
0.1784,1.7154,684.9462,287.5,,,,,,
0.1551,1.9735,804.7615,569.3,,,,,,
0.1791,2.4444,836.5479,574.6,,,,,,
0.2265,1.5091,676.63,566.8,,,,,,
0.1304,2.0158,715.7163,550.9,,,,,,
0.1469,1.1355,506.1715,189.9,,,,,,
0.1771,2.0078,695.5508,506.2,,,,,,
0.2636,1.8516,682.619,520.5,,,,,,
0.269,2.5204,658.3561,555.4,,,,,,
0.1833,1.8315,946.8622,494.4,,,,,,
0.1036,1.298,619.5781,396.8,,,,,,
0.1434,1.799,724.4512,564.8,,,,,,
0.2766,1.3275,651.6998,524.3,,,,,,
0.1949,1.4577,582.4954,385.4,,,,,,
0.2114,1.224,512.6344,349.9,,,,,,
0.2231,1.2,686.3978,550.4,,,,,,
0.1537,1.4241,646.8429,488.8,,,,,,
0.1585,1.1342,677.2203,535.8,,,,,,
0.2135,1.3119,809.1116,492.7,,,,,,
0.2704,1.6421,859.9863,613.1,,,,,,
0.1798,2.2176,556.9137,403.4,,,,,,
0.2642,1.9506,539.8509,205.6,,,,,,
0.1235,1.5,679.0583,556.7,,,,,,
0.3432,1.506,615.8838,484,,,,,,
0.1558,1.326,662.5987,549,,,,,,
0.1434,2.555,518.8392,311.6,,,,,,
0.1084,1.0506,792.193,415.6,,,,,,
0.14,1.1716,732.8162,613.7,,,,,,
0.1064,1.0839,740.5994,512.3,,,,,,
0.1778,1.1351,635.5069,388.8,,,,,,
0.1743,2.0866,537.3236,338.2,,,,,,
0.2533,1.5014,708.3626,597.5,,,,,,
0.1373,1.095,644.071,354.5,,,,,,
0.1942,1.6396,744.9837,565.3,,,,,,
0.2135,1.3955,443.0672,249.1,,,,,,
0.1119,1.546,766.6362,671.2,,,,,,
0.127,1.3892,629.433,487.9,,,,,,
0.1524,1.9324,708.0734,508.5,,,,,,
0.2217,1.1393,564.0728,308.7,,,,,,
0.1647,1.7667,570.4867,349.2,,,,,,
0.1675,1.3156,700.3758,473.5,,,,,,
0.1592,1.431,583.1836,307.4,,,,,,
0.175,1.5176,683.3424,541.9,,,,,,
0.1627,1.8143,608.3262,435.2,,,,,,
0.1208,1.2216,1014.675,603,,,,,,
0.1688,1.9715,736.9646,347.6,,,,,,
0.1935,1.3262,776.9968,358.7,,,,,,
0.2231,1.4277,521.9138,320.3,,,,,,
0.1455,1.5236,686.0943,591.3,,,,,,
0.2272,1.1088,635.326,534.2,,,,,,
0.1839,1.6343,606.5601,439.6,,,,,,
0.2045,1.349,701.0681,547.1,,,,,,
0.2148,1.5783,682.1879,534.2,,,,,,
0.1935,1.578,557.3635,327.6,,,,,,
0.0803,1.2906,909.6923,610.2,,,,,,
0.1668,2.3909,730.849,500.7,,,,,,
0.2162,1.5048,669.8422,425,,,,,,
0.1805,1.4905,732.1452,613.9,,,,,,
0.2066,1.0831,606.005,432.5,,,,,,
0.173,1.9008,663.0381,513.9,,,,,,
0.0961,2.3071,487.54,206,,,,,,
0.2135,1.4116,673.2836,536.4,,,,,,
0.1915,1.4659,686.2341,577.9,,,,,,
0.1352,2.4975,745.7406,611.2,,,,,,
0.2375,1.6908,738.6364,611.4,,,,,,
0.1208,1.1364,700.7284,592.8,,,,,,
0.1579,0.9609,610.0409,427.7,,,,,,
0.173,1.1905,944.0869,645.3,,,,,,
0.1606,2.0128,663.3795,551.8,,,,,,
0.0837,2.0164,731.359,315.8,,,,,,
0.2045,1.9262,606.8181,429.2,,,,,,
0.3342,1.3532,657.468,521.3,,,,,,
0.2636,2.6094,559.3958,274.7,,,,,,
0.1812,1.0947,653.822,437.1,,,,,,
0.2588,2.122,770.7074,596.4,,,,,,
0.0398,0.6897,723.081,435.5,,,,,,
0.2347,2.117,759.762,504.1,,,,,,
0.1812,1.25,682.3326,513,,,,,,
0.1606,1.0171,613.1825,442.1,,,,,,
0.1235,1.6778,612.835,355.3,,,,,,
0.2121,2.3269,664.3013,511.1,,,,,,
0.2299,1.8687,717.226,511.7,,,,,,
0.186,1.7749,861.5867,597.4,,,,,,
